Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,46906,46906
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58192,58192
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50778,50778
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,69057,69057
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48497,48497
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,64916,64916
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89917,89917
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,74896,74896
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,28423,28423
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,69830,69830
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68546,68546
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,40410,40410
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90378,90378
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,80616,80616
"RNS Institute of Technology-R R Nagar Post, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89591,89591
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108837,108837
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107629,107629
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108415,108415
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,93651,93651
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110484,110484
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110716,110716
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,56779,56779
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111599,111599
"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru","Robotics & Automation (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,85937,85937
"Rajeev Institute of Technology-BM Bypass Road, Hassan","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81336,81336
"Rajeev Institute of Technology-BM Bypass Road, Hassan","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111515,111515
"Rajeev Institute of Technology-BM Bypass Road, Hassan","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86802,86802
"Rajeev Institute of Technology-BM Bypass Road, Hassan","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89946,89946
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86945,86945
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Bio- Medical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96470,96470
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104449,104449
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53038,53038
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111754,111754
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110946,110946
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,67192,67192
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82104,82104
"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110992,110992
"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,31584,31584
"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92820,92820
"Reva University-Yelahanka, Bengaluru","Agricultural Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,71914,71914
"Reva University-Yelahanka, Bengaluru","Agricultural Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,86205,86205
"Reva University-Yelahanka, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,61900,61900
"Reva University-Yelahanka, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84760,84760
"Reva University-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102529,102529
"Reva University-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,108551,108551
"Reva University-Yelahanka, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,44001,44001
"Reva University-Yelahanka, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94404,94404
"Reva University-Yelahanka, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93248,93248
"Reva University-Yelahanka, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,100736,100736
"Reva University-Yelahanka, Bengaluru","Computer Science & Information Technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,71315,71315
"Reva University-Yelahanka, Bengaluru","Computer Science & Information Technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,110659,110659
"Reva University-Yelahanka, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,55925,55925
"Reva University-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,30251,30251
"Reva University-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77801,77801
"Reva University-Yelahanka, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100240,100240
"Reva University-Yelahanka, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48305,48305
"Reva University-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,54133,54133
"Reva University-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,93265,93265
"Reva University-Yelahanka, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81333,81333
"Reva University-Yelahanka, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85319,85319
"Reva University-Yelahanka, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,28194,28194
"Reva University-Yelahanka, Bengaluru","Mechatronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,48693,48693
"S J C Institute of Technology-BB Road, Chikkaballapur","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111798,111798
"S J C Institute of Technology-BB Road, Chikkaballapur","Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110023,110023
"S J C Institute of Technology-BB Road, Chikkaballapur","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103949,103949
"S J C Institute of Technology-BB Road, Chikkaballapur","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50876,50876
"S J C Institute of Technology-BB Road, Chikkaballapur","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111716,111716
"S J C Institute of Technology-BB Road, Chikkaballapur","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105536,105536
"S J C Institute of Technology-BB Road, Chikkaballapur","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,88420,88420
"S J C Institute of Technology-BB Road, Chikkaballapur","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98759,98759
"S J C Institute of Technology-BB Road, Chikkaballapur","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,52438,52438
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106414,106414
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100305,100305
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107036,107036
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93242,93242
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,55964,55964
"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97024,97024
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,62180,62180
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,48195,48195
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,65355,65355
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,41241,41241
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,51370,51370
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,38815,38815
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,85432,85432
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,90393,90393
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,95570,95570
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,93641,93641
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93687,93687
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,50985,50985
"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,67872,67872
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75645,75645
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,69916,69916
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,88258,88258
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Chemical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,101383,101383
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106737,106737
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68774,68774
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,60203,60203
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107627,107627
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81496,81496
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50691,50691
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84027,84027
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,88474,88474
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66979,66979
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85876,85876
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,79990,79990
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,74251,74251
"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109315,109315
"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,77621,77621
"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89042,89042
"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74248,74248
"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97963,97963
"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68213,68213
"SECAB Institute of Engineering andTechnology-Nauraspur-Bagalkot Road, Vijayapura","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60213,60213
"SJB Institute of Technology-Kengeri, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103454,103454
"SJB Institute of Technology-Kengeri, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,110166,110166
"SJB Institute of Technology-Kengeri, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107641,107641
"SJB Institute of Technology-Kengeri, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108764,108764
"SJB Institute of Technology-Kengeri, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85620,85620
"SJB Institute of Technology-Kengeri, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111065,111065
"SJB Institute of Technology-Kengeri, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,109296,109296
"SJB Institute of Technology-Kengeri, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90006,90006
"SJB Institute of Technology-Kengeri, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,52039,52039
"SJB Institute of Technology-Kengeri, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,110168,110168
"SJB Institute of Technology-Kengeri, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,49351,49351
"SJB Institute of Technology-Kengeri, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109664,109664
"SJB Institute of Technology-Kengeri, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,56636,56636
"SJB Institute of Technology-Kengeri, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94373,94373
"SJB Institute of Technology-Kengeri, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,104865,104865
"SJB Institute of Technology-Kengeri, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109728,109728
"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99035,99035
"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86353,86353
"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,59140,59140
"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101776,101776
"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110996,110996
"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108233,108233
"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90429,90429
"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,77011,77011
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104962,104962
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,72877,72877
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103600,103600
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102881,102881
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66779,66779
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102881,102881
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97734,97734
"Sahyadri College of Engineering and Management-Adyar, Mangaluru","Robotics & Automation (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109219,109219
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105192,105192
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109358,109358
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,96291,96291
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110575,110575
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111627,111627
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108623,108623
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,33986,33986
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,73867,73867
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106810,106810
"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97836,97836
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103357,103357
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107883,107883
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110352,110352
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107636,107636
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94126,94126
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74870,74870
"Sambhram Institute of Technology-Jalahalli East, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90200,90200
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110300,110300
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,99336,99336
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103424,103424
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,79991,79991
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93840,93840
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,61540,61540
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97031,97031
"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,88619,88619
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104925,104925
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102501,102501
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89812,89812
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,80032,80032
