"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"400","Master Data - Branch/Course","Automation & Robotics Engineering","AR","Engineering Branch","Engineering","All Rounds","","","","2025"
"401","Master Data - Branch/Course","Automobile Engineering","AU","Engineering Branch","Engineering","All Rounds","","","","2025"
"402","Master Data - Branch/Course","B. Design (Interior Design)","BIN","Engineering Branch","Engineering","All Rounds","","","","2025"
"403","Master Data - Branch/Course","Bachelor of Planning","BPL","Engineering Branch","Engineering","All Rounds","","","","2025"
"404","Master Data - Branch/Course","Bachelor of Design (Lifestyle & Accessory Design)","BLD","Engineering Branch","Engineering","All Rounds","","","","2025"
"405","Master Data - Branch/Course","Bachelor of Design (Communication & Design)","BDC","Engineering Branch","Engineering","All Rounds","","","","2025"
"406","Master Data - Branch/Course","Bio Electronics Engineering","BEE","Engineering Branch","Engineering","All Rounds","","","","2025"
"407","Master Data - Branch/Course","Bio Medical Engineering","BM","Engineering Branch","Engineering","All Rounds","","","","2025"
"408","Master Data - Branch/Course","Biotechnology","BT","Engineering Branch","Engineering","All Rounds","","","","2025"
"409","Master Data - Branch/Course","Ceramic And Cement Technology","CC","Engineering Branch","Engineering","All Rounds","","","","2025"
"410","Master Data - Branch/Course","Chemical Engineering","CH","Engineering Branch","Engineering","All Rounds","","","","2025"
"411","Master Data - Branch/Course","Civil (Construction Engineering & Management)","CVC","Engineering Branch","Engineering","All Rounds","","","","2025"
"412","Master Data - Branch/Course","Civil Construction & Sustainability Engineering","CCS","Engineering Branch","Engineering","All Rounds","","","","2025"
"413","Master Data - Branch/Course","Civil Engineering","CV","Engineering Branch","Engineering","All Rounds","","","","2025"
"414","Master Data - Branch/Course","Civil Engineering (Kannada)","CK","Engineering Branch","Engineering","All Rounds","","","","2025"
"415","Master Data - Branch/Course","Civil Engineering (SC)","CVS","Engineering Branch","Engineering","All Rounds","","","","2025"
"416","Master Data - Branch/Course","Civil Engineering with Computer Application","CCA","Engineering Branch","Engineering","All Rounds","","","","2025"
"417","Master Data - Branch/Course","Computer & Communication Engineering","CM","Engineering Branch","Engineering","All Rounds","","","","2025"
"418","Master Data - Branch/Course","Computer Engineering","CE","Engineering Branch","Engineering","All Rounds","","","","2025"
"419","Master Data - Branch/Course","Computer Science","CR","Engineering Branch","Engineering","All Rounds","","","","2025"
"420","Master Data - Branch/Course","Computer Science & Business Systems","CB","Engineering Branch","Engineering","All Rounds","","","","2025"
"421","Master Data - Branch/Course","Computer Science & Design","CG","Engineering Branch","Engineering","All Rounds","","","","2025"
"422","Master Data - Branch/Course","Computer Science & Engineering","CS","Engineering Branch","Engineering","All Rounds","","","","2025"
"423","Master Data - Branch/Course","Computer Science & Engineering (AI & ML)","CI","Engineering Branch","Engineering","All Rounds","","","","2025"
"424","Master Data - Branch/Course","Computer Science & Engineering (AI)","CA","Engineering Branch","Engineering","All Rounds","","","","2025"
"425","Master Data - Branch/Course","Computer Science & Engineering (Artificial Intelligence & Data Science)","CAD","Engineering Branch","Engineering","All Rounds","","","","2025"
"426","Master Data - Branch/Course","Computer Science & Engineering (Block Chain)","CSB","Engineering Branch","Engineering","All Rounds","","","","2025"
"427","Master Data - Branch/Course","Computer Science & Engineering (Cyber Security)","CY","Engineering Branch","Engineering","All Rounds","","","","2025"
"428","Master Data - Branch/Course","Computer Science & Engineering (Data Science)","CD","Engineering Branch","Engineering","All Rounds","","","","2025"
"429","Master Data - Branch/Course","Computer Science & Engineering (IOT & Cyber Security Incl. Block Chain)","IC","Engineering Branch","Engineering","All Rounds","","","","2025"
"430","Master Data - Branch/Course","Computer Science & Engineering (IOT)","CO","Engineering Branch","Engineering","All Rounds","","","","2025"
"431","Master Data - Branch/Course","Computer Science & Engineering (Networks)","CNW","Engineering Branch","Engineering","All Rounds","","","","2025"
"432","Master Data - Branch/Course","Computer Science & Engineering (SC)","CSS","Engineering Branch","Engineering","All Rounds","","","","2025"
"433","Master Data - Branch/Course","Computer Science & Information Technology","CIT","Engineering Branch","Engineering","All Rounds","","","","2025"
"434","Master Data - Branch/Course","Computer Science & Technology","CN","Engineering Branch","Engineering","All Rounds","","","","2025"
"435","Master Data - Branch/Course","Computer Science & Technology (Big Data)","CBD","Engineering Branch","Engineering","All Rounds","","","","2025"
"436","Master Data - Branch/Course","Computer Science & Technology (DevOps)","CSD","Engineering Branch","Engineering","All Rounds","","","","2025"
"437","Master Data - Branch/Course","Construction Technology & Management","CT","Engineering Branch","Engineering","All Rounds","","","","2025"
"438","Master Data - Branch/Course","Cyber Security","CX","Engineering Branch","Engineering","All Rounds","","","","2025"
"439","Master Data - Branch/Course","Data Science","DS","Engineering Branch","Engineering","All Rounds","","","","2025"
"440","Master Data - Branch/Course","Electrical & Computer Engineering","ECE","Engineering Branch","Engineering","All Rounds","","","","2025"
"441","Master Data - Branch/Course","Electrical & Electronics Engineering","EE","Engineering Branch","Engineering","All Rounds","","","","2025"
"442","Master Data - Branch/Course","Electronics & Communication (Industry Integrated)","EII","Engineering Branch","Engineering","All Rounds","","","","2025"
"443","Master Data - Branch/Course","Electronics & Communication Engineering","EC","Engineering Branch","Engineering","All Rounds","","","","2025"
"444","Master Data - Branch/Course","Electronics & Communication Engineering (SC)","ECS","Engineering Branch","Engineering","All Rounds","","","","2025"
"445","Master Data - Branch/Course","Electronics & Computer Engineering","UE","Engineering Branch","Engineering","All Rounds","","","","2025"
"446","Master Data - Branch/Course","Electronics & Computer Science","ES","Engineering Branch","Engineering","All Rounds","","","","2025"
"447","Master Data - Branch/Course","Electronics & Instrumentation Engineering","EI","Engineering Branch","Engineering","All Rounds","","","","2025"
"448","Master Data - Branch/Course","Electronics & Telecommunication Engineering","ET","Engineering Branch","Engineering","All Rounds","","","","2025"
"449","Master Data - Branch/Course","Electronics Engg. (VLSI Design & Technology)","VL","Engineering Branch","Engineering","All Rounds","","","","2025"
"450","Master Data - Branch/Course","Electronics & Communication Engineering (VLSI Design & Technology)","ECV","Engineering Branch","Engineering","All Rounds","","","","2025"
"451","Master Data - Branch/Course","Energy Engineering","EN","Engineering Branch","Engineering","All Rounds","","","","2025"
"452","Master Data - Branch/Course","Industrial & Production Engineering","IP","Engineering Branch","Engineering","All Rounds","","","","2025"
"453","Master Data - Branch/Course","Industrial Engineering & Management","IM","Engineering Branch","Engineering","All Rounds","","","","2025"
"454","Master Data - Branch/Course","Information Science & Engineering","IS","Engineering Branch","Engineering","All Rounds","","","","2025"
"455","Master Data - Branch/Course","Information Science & Technology","IST","Engineering Branch","Engineering","All Rounds","","","","2025"
"456","Master Data - Branch/Course","Information Technology","INT","Engineering Branch","Engineering","All Rounds","","","","2025"
"457","Master Data - Branch/Course","Information Technology (AR / VR)","IAR","Engineering Branch","Engineering","All Rounds","","","","2025"
"458","Master Data - Branch/Course","Information Technology (Data Analytics)","IDA","Engineering Branch","Engineering","All Rounds","","","","2025"
"459","Master Data - Branch/Course","Instrumentation Technology","IT","Engineering Branch","Engineering","All Rounds","","","","2025"
"460","Master Data - Branch/Course","Marine Engineering","MR","Engineering Branch","Engineering","All Rounds","","","","2025"
"461","Master Data - Branch/Course","Mathematics & Computing","MAC","Engineering Branch","Engineering","All Rounds","","","","2025"
"462","Master Data - Branch/Course","Mechanical & Aerospace Engineering","MAE","Engineering Branch","Engineering","All Rounds","","","","2025"
"463","Master Data - Branch/Course","Mechanical Engineering","ME","Engineering Branch","Engineering","All Rounds","","","","2025"
"464","Master Data - Branch/Course","Mechanical Engineering (SC)","MES","Engineering Branch","Engineering","All Rounds","","","","2025"
"465","Master Data - Branch/Course","Mechatronics Engineering","MT","Engineering Branch","Engineering","All Rounds","","","","2025"
"466","Master Data - Branch/Course","Medical Electronics Engineering","MD","Engineering Branch","Engineering","All Rounds","","","","2025"
"467","Master Data - Branch/Course","Mining Engineering","MI","Engineering Branch","Engineering","All Rounds","","","","2025"
"468","Master Data - Branch/Course","Nano Technology","NT","Engineering Branch","Engineering","All Rounds","","","","2025"
"469","Master Data - Branch/Course","Petroleum Engineering","PTE","Engineering Branch","Engineering","All Rounds","","","","2025"
"470","Master Data - Branch/Course","Robotics","ROB","Engineering Branch","Engineering","All Rounds","","","","2025"
"471","Master Data - Branch/Course","Robotics & Artificial Intelligence","RI","Engineering Branch","Engineering","All Rounds","","","","2025"
"472","Master Data - Branch/Course","Robotics & Automation","RA","Engineering Branch","Engineering","All Rounds","","","","2025"
"473","Master Data - Branch/Course","Robotics & Mechatronics","ROM","Engineering Branch","Engineering","All Rounds","","","","2025"
"474","Master Data - Branch/Course","Smart Agritech","SA","Engineering Branch","Engineering","All Rounds","","","","2025"
"475","Master Data - Branch/Course","Telecommunication Engineering","TE","Engineering Branch","Engineering","All Rounds","","","","2025"
"476","Master Data - Branch/Course","Textile Technology","TX","Engineering Branch","Engineering","All Rounds","","","","2025"
"477","Master Data - Branch/Course","VLSI","VLS","Engineering Branch","Engineering","All Rounds","","","","2025"
"478","Master Data - Round Schedule","Engineering Cut-off Ranks Mock Round Allotment","22.07.2025","Cutoff Ranks","Engineering","Mock","","","","2025"
"479","Master Data - Round Schedule","Engineering Cut-off Ranks after Round 1 Allotment","28.07.2025","Cutoff Ranks","Engineering","Round 1","","","","2025"
"480","Master Data - Round Schedule","Engineering Cut-off Ranks after Round 2 Allotment","12.08.2025","Cutoff Ranks","Engineering","Round 2","","","","2025"
"481","Master Data - Round Schedule","Engineering Cut-off Ranks after Round 3 Allotment","22.08.2025","Cutoff Ranks","Engineering","Round 3","","","","2025"
"482","Master Data - Round Schedule","Engineering Cut-off Ranks after Round 4 Allotment","05.09.2025","Cutoff Ranks","Engineering","Round 4","","","","2025"
"483","Master Data - Round Schedule","Architecture Cut-off Ranks Mock Round Allotment","08.09.2025","Cutoff Ranks","Architecture","Mock","","","","2025"
"484","Master Data - Round Schedule","Architecture Cut-off Ranks after Round 1 Allotment","10.09.2025","Cutoff Ranks","Architecture","Round 1","","","","2025"
"485","Master Data - Round Schedule","Architecture Cut-off Ranks after Round 3 Allotment","17.09.2025","Cutoff Ranks","Architecture","Round 3","","","","2025"
"486","Master Data - Round Schedule","Architecture Cut-off Ranks after Round 4 Allotment","23.09.2025","Cutoff Ranks","Architecture","Round 4","","","","2025"
"487","Cutoff Rank","Acharya's NRV School of Architecture-Soladevanahalli, Bengaluru | Architecture","E002-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 464","2025"
"488","Cutoff Rank","KLE Technological University (Formerly known as BVBCET)-Vidyanagar, Hubbali | Architecture","E016-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 412","2025"
"489","Cutoff Rank","BMS School of Architecture-Yelahanka, Bengaluru | Architecture","E029-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 437","2025"
"490","Cutoff Rank","Dayananda Sagar Academy of Technology & Management-Kanakapura Main Road, Bengaluru | Architecture","E039-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 479","2025"
"491","Cutoff Rank","GSSS School of Architecture for Women-K R S Road, Mysuru | Architecture","E054-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 191","2025"
"492","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Architecture","E073-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 480","2025"
"493","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Architecture","E077-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 332","2025"
"494","Cutoff Rank","SJB School of Architecture & Planning-Kengeri, Bengaluru | Architecture","E163-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 454","2025"
"495","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Architecture","E164-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 472","2025"
"496","Cutoff Rank","Mysore School of Architecture-Lingambudi, Mysuru | Architecture","E168-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 418","2025"
"497","Cutoff Rank","RV College of Architecture-Banashankari 6th stage, Bengaluru | Architecture","E176-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 214","2025"
"498","Cutoff Rank","Wadiyar Centre for Architecture-Chamaraja Mohalla, Mysuru | Architecture","E178-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 386","2025"
"499","Cutoff Rank","B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru | Architecture","E189-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 157","2025"
"500","Cutoff Rank","B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru | B. Design (Interior Design)","E189-BIN","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 482","2025"
"501","Cutoff Rank","B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru | Architecture","E189-AT","KKR","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 278","2025"
"502","Cutoff Rank","Sir M V School Of Architecture-Yelahanka, Bengaluru | Architecture","E191-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 439","2025"
"503","Cutoff Rank","Dayananda Sagar College of Architecture-Kumaraswamy Layout, Bengaluru | Architecture","E193-AT","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 475","2025"
"504","Cutoff Rank","B M S College of Architecture, Design and Planning-Bull Temple Road, Bengaluru | Bachelor of Planning","E189-BPL","GM","Architecture","Round 1","","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","Rank: 13","2025"
"505","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Artificial Intelligence & Machine Learning","E001-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 86498","2025"
"506","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Artificial Intelligence & Machine Learning","E012-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 106136","2025"
"507","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Artificial Intelligence & Machine Learning","E015-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 57776","2025"
"508","Cutoff Rank","KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi | Automation & Robotics Engineering","E016-AR","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 111016","2025"
"509","Cutoff Rank","Ballari Institute of Technology And Management-Near Allipura, Ballari | Artificial Intelligence & Machine Learning","E017-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 66293","2025"
"510","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Artificial Intelligence & Machine Learning","E019-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 33260","2025"
"511","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Artificial Intelligence & Machine Learning","E021-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 78883","2025"
"512","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Artificial Intelligence & Data Science","E027-AD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 17172","2025"
"513","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Artificial Intelligence & Machine Learning","E027-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 16435","2025"
"514","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Artificial Intelligence & Machine Learning","E028-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 41835","2025"
"515","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Artificial Intelligence & Data Science","E032-AD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 63963","2025"
"516","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Artificial Intelligence & Machine Learning","E032-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 59185","2025"
"517","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Artificial Intelligence & Machine Learning","E033-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 96946","2025"
"518","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Aeronautical Engineering","E040-AE","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 59439","2025"
"519","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Artificial Intelligence & Machine Learning","E040-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 19685","2025"
"520","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Artificial Intelligence & Machine Learning","E042-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 57701","2025"
"521","Cutoff Rank","East West Institute of Technology-BEL Layout, Bengaluru | Artificial Intelligence & Data Science","E048-AD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 65407","2025"
"522","Cutoff Rank","H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi | Artificial Intelligence & Machine Learning","E056-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 91238","2025"
"523","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Artificial Intelligence & Data Science","E077-AD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 14044","2025"
"524","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Artificial Intelligence & Machine Learning","E077-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 5102","2025"
"525","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Aerospace Engineering","E077-AS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 25650","2025"
"526","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Aerospace Engineering","E095-AS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 24703","2025"
"527","Cutoff Rank","SJB Institute of Technology-Kengeri, Bengaluru | Artificial Intelligence & Machine Learning","E107-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 110166","2025"
"528","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad | Artificial Intelligence & Machine Learning","E117-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 69916","2025"
"529","Cutoff Rank","Sri Sairam College of Engineering-Anekal, Bengaluru | Artificial Intelligence & Machine Learning","E121-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 110453","2025"
"530","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Artificial Intelligence & Machine Learning","E126-AI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 63803","2025"
"531","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Artificial Intelligence & Data Science","E164-AD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 84760","2025"
"532","Cutoff Rank","KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi | Computer Science & Engineering (Artificial Intelligence)","E016-CA","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 48608","2025"
"533","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Biotechnology","E027-BT","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 76894","2025"
"534","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Business Systems","E027-CB","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 19646","2025"
"535","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Business Systems","E028-CB","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 43905","2025"
"536","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Business Systems","E042-CB","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 93900","2025"
"537","Cutoff Rank","JSS Science and Technology University-Mysuru | Computer Science & Business Systems","E061-CB","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 30660","2025"
"538","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Biotechnology","E077-BT","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 93008","2025"
"539","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Biotechnology","E095-BT","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 47177","2025"
"540","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering (Data Science)","E001-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 102464","2025"
"541","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering (Data Science)","E019-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 32551","2025"
"542","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering (Data Science)","E027-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 17078","2025"
"543","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Chemical Engineering","E027-CH","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 106796","2025"
"544","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Data Science)","E032-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 69259","2025"
"545","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering (Data Science)","E033-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 76918","2025"
"546","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Data Science)","E039-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 73575","2025"
"547","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering (Data Science)","E040-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 20497","2025"
"548","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Design","E040-CG","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 31502","2025"
"549","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Engineering (Data Science)","E042-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 79646","2025"
"550","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Data Science)","E095-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 2557","2025"
"551","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Chemical Engineering","E095-CH","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 76609","2025"
"552","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Data Science)","E104-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 64916","2025"
"553","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Computer Science & Engineering (Data Science)","E126-CD","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 66538","2025"
"554","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E007-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 89886","2025"
"555","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E032-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 50674","2025"
